address,balance
0x6474dd2d8d1f926c94df34a415ba045f37d4ce51,2800000000
0xdce14e8eb26f96f5b216fa3c39b4c1326ac20a94,72600000000
0xc9d7c09e32ae8b422047fa9c8e14ec4dba671692,446700000000
0x923942c60ca5cb873988d034bb11c8aba8ab1818,400000000
0xded99458ef3a8e038f7ed52207829653df3e61e9,37500000000
0x945169e02377babb89ec819c1367c5a7d54464be,6500000000
0x2f4c0e03cbd6fab97496ac74ab54ee6857f5d785,579200000000
0xd8eec7703905a93f042529da1ad4b47c249d5660,604600000000
0xe53c78ab2d863fc073de7ab1aaf6dd0f97ce4d09,588200000000
0x662dcd1e8ddfdc4f87f9f571a36c3b7725d852c8,1152600000000
0x7a840b24d6a37a4da2b51c7e9cf5ec93ef4104a1,200000000
0x1b6ebeeec4f19386227d5ed556d2beb1dab2c35f,7400000000
0x193ad5198b20328712ad4a5cccf73f14407e395c,900000000
0x8136126ba1309d97ccc0d7c768ca86d10730c310,624200000000
0xc4bdfeb582a367ab2c0ce6ea38757e63139c30c4,59000000000
0x17511188b8a325285f20d6b0219a223eb18dfd04,184300000000
0xdb28630b464db70b5052eacd1d166dc85ab721f3,34600000000
0x13d5b413cf08c3052138767ef217a382b8f5eaeb,129400000000
0x273672368c9f00998e12f55e4daeb5fff259c137,1100000000
0xa086c3bbf195aa18bee2805d568072b8af58fbd6,220100000000
0x3631c4d1f51a221178d11fd42d6fcb503c5a27e0,20100000000
0x98b8266ff5dbef1d62bdaf8de50ba03d24b87235,5700000000
0x89a2b964eb148ff55e44e4f02789fa661c937b73,1001000000000
0xa6d105c03e3be834e0d3dd9a8107370fc68bbeb7,1001000000000
0x8c1887d8aa9e271fac8084106156c26d102f0185,1001000000000
0xa290edea930127466b395b5573e7dd2c68223042,748300000000
0x9d56bfe4deefb0dd3dd9bcafcfb3d0469debd987,171100000000
0xedfc1967b29c31c7f329cf8f1380891bc27b8b5c,321900000000
0x6d4081c63d314e7fe79d7211cd2c198ee0d1ebda,108600000000
0x34aededf3dbd039d2538b0d5ef4c379b9d1fcce4,3000000000
0x16990ad90610d9d4925b2e887231d56e95e0fbfb,300000000
0x782a2c60cd985f2edd68158fd44db45bac380ace,103400000000
0xe8dabb65b752b90a32f843087eaf0a3938d5da54,800000000
0x70e71c4bce63e965ad1747107d4cc9d5b5890a37,30400000000
0x6f36db2868aabcec0bf5f374b1162733e6f9862b,4500000000
0xad2b6dba29bec358903f53417ecb080a5244c2ae,500000000
0xcb0572e099a79cf1b9341b811c4e7e700d33572c,5600000000
0x44112155cf7964e16f5fd1b9685edd0d145529a0,500000000
0x239b947af8be8e867bb467bcc7c599b5c6d38c72,1600000000
0x67463dac5163a7f1cdc4d2b5734a34f1ed84ffc6,1849000000000
0x59525eba66563c66daf8511b9b84343c38963ba8,220900000000
0xcf8fc370a7184b8a0d9a275cef789bb73fab2d0f,3900000000
0xd78e2f7328de3d66dec1da43e7474f0fc73ccf66,151200000000
0x250243dffc70aef1a7c28cffe16abb12722a0716,7500000000
0xfb18341449319f34c5083a87829d21a9e1e7e90f,300000000
0x25ad2667b19e866109c1a93102b816730a6aec3f,12000000000
0x68bf62fcad45ce2de24bfb65cdc4155b7502b223,500000000
0x95dd328a94e85f609c02ecc298d410b853a324ab,14300000000
0xe5e52fb0ba666dee5e119d87b1b065428a47e9b0,1600000000
0x39e2bb941bbd65f546bdb5385ea9f26922504e7c,959300000000
0xcb64018cd8beaa7a15b528f4aab4b8ea89357a24,20300000000
0x0a14e84fbda429ef8bdaea3f45bf545cc961dfbf,2723700000000
0x88378303a34c17f1490ff6fc9c27bbc7f68b207e,42900000000
0x603df36ef79b730800a097edc4840137cce9e180,100000000
0x57e628b0e6e7e7206eb6d06014b79e588170037c,445200000000
0x5acccad1932174a7df449905316679f4d6dc6748,100000000
0x34633669236c135e8dd177d00fd39f10334360d7,1900000000
0x66b3872718574deccb04653d10145cf88f277921,1300000000
0x9d74bd8745e328fec3ffd2e0a0e4ba61d1866e9a,1500000000
0xe7a43e7aaec3db356dd6a8f9cbbe32bff85ed317,600000000
0x08fe520cd8733fbd96f8920a6fec9b646f92299a,900000000
0x2fa18588cc5ff782fc3a5b255d1560bf5bafac39,91400000000
0x7896b8b2be9809b32c95d35fdb0576123b5bb0a5,93600000000
0x27ca757ad8fe733874c6a93e2c4034404e346b02,375800000000
0x260c461f05c57c844326c079596d6fedd14a226c,1074200000000
0x948eaa4f0ddd9bbd6b30bfc4bf4d23b3b1b0dbc1,500000000
0x116ae609afdfd4f2859ff63976f2d200875dfa22,1072700000000
0xd1c8c93fbe502d92b077be3501cbe6ad90569f5e,50000000000
0x9dca68b9ae0dea338c543d2df054a8180be46827,1028800000000
0x4a5ed799ea995bafef148195f7ad3dde6c1b08c1,1800000000
0x803c368df01d11f0e3fdaf603346439873a28fe0,1800000000
0xc59690a12ee79cf5477ed75bf2365d7bd2e35ce2,1800000000
0x3d6373992d2607e379ce15072d3aca645dfe0802,1800000000
0xaf3c7bfd28a7b2b12d6971f9a056948355e213ae,1800000000
0x93200a74697121196488a2f97a8b09eaba004108,1800000000
0x0b44f94cd8857cc688cdbdf0310d7526503b0d22,1800000000
0x0fec1299b177dbc01643533e5f5f711927737a8d,1800000000
0xadc9e6dd1f44d18e6f131595f87547be01b7810d,1800000000
0x171154a7f2854286c67150a678c86fcd545dc421,1800000000
0xb3444aac25ede38c16495109a460446ea46eace8,1800000000
0x72a37083d30e641d300d4955a18f9302898531f5,1800000000
0x65f3279ba972823e6801cd71e249a6a69c226f60,1800000000
0xd9cefa4c611b2a8d3826d68253ffc6b3dc7017f5,1800000000
0x99deceffd8231065c536703480ac735176183a8b,1800000000
0xac6b7b3281c755d85202c0d01d864c1cd4acf2c4,1800000000
0x4ebb7ea5468299ea836f4dc784007a038e4f449f,1800000000
0x45aa400b3e6e3328fb0d559f2e8d6f86a627d5b9,1800000000
0x6cf15263dc6abfaac23d39c6c9e9a59cb66373ce,1800000000
0xe6e6bd62f8ce80421da6a56cb685cf39912df784,1800000000
0xeb4b548544288f4b03f756bdd161d7ffd5210fd4,1800000000
0x41674aee2f697674846ff9a43f8fbdd339f729bb,1800000000
0x33e6d1f633a5248ee0a3521b3bed6ec4329b933d,1800000000
0xdc56bded508f8e10190bef5825d79b0c15e6f506,1800000000
0xc52c471af96c8e18e869a1a230064cadfa517692,1800000000
0xf16559b85ae1d45a57072bbf7f7ec8e78231bfc2,1800000000
0x2a397d0e8318b21d8336c80a4d0f186efb63b7ff,1800000000
0xd9124d3643545ebb8f118e7bc9e5fee22b6b84a3,1800000000
0xeb238acb43bd35db3efe22f03910e7bbe9ff20ad,1800000000
0xf87402db3adf4c7432ef65999adfdadf3aa84a9a,1800000000
0x94f4d2939b32d427c2588057cc6097e442bb1731,1800000000
0xd7c6a9ba4f21d0a2dd42cc446ba85e160ba643cb,1800000000
0x383c23e032e1af38a4f65c03dc5d2e65d149862b,1800000000
0xb66aaa8278b2659d23d56cd44ad3ebbee8e33079,1800000000
0xf6e39223407f8bd75726da89d86cfdbce42adf92,1800000000
0xcca4c4fa297aeb9cc3bc52cf28fa00feebdef8e9,1800000000
0x787a4337cc3de4ac943689c9e7c4fac2d5827da2,1800000000
0xacc7c481f3a4be0214cad51c0aaef7dedd7021ce,1800000000
0x919613e96d62f94359740b6fb6344986ad587119,1800000000
0x2e27381bd5fd39500f471afc6af1439c35f50000,200000000
0x48d7b1114de32644f0e829447666cf4e0d40727b,1800000000
0x568c61d615900366b3e579ddef5e086bdb8fc769,2500000000
0x00e93aca4d596058f86287c2e880bbbf1eeea801,2500000000
0xd1509bdd64f7a0978d042e988dbd371da5888888,255400000000
0x8ad7db24a3a6ab06cc0440c0b7dbf97c6f391b6c,19200000000
0x55810b2ce65a8ee55d2b6f4b543bf236e224fb15,61500000000
0x0f9928831da9b18eaf3e080d1e8338fcd0000001,103900000000
0x0486bec149a152aa3a1b059bc59d7ead6107aadb,159700000000
0xe1a8d24b892655d51ec9c9f3f6abbc6f8bc122a4,290200000000
0xe423fd5c49f7856a02bccd8537353c83fcd8aa32,679900000000
0xab1dd643805a0c4c744d51b2785407ef531bd4db,100000000
0x54d929462f92a9a4633b1eb33463cdbaeb2a90ec,1100000000
0x1fae82a7ec0f6bef536e98d7057ea94f455a646a,900000000
0x8d6cb1b9579d6f83786989eaf45128350c51c072,1100000000
0x87f6e823fd4b1d4b051a04f41d800e73ac7d74e8,600000000
0x410933150de334d4e208e38f3f3032ebaea9da75,1100000000
0xd9f0c6c30495651a786ddefecff951af251c8dc9,1100000000
0x0bbb42824822560729676876983e95957c2fde1f,1100000000
0x0447560f4a67b407c921e8755c39de7ec5057281,1100000000
0x79b000a1c2f88296a3d4026efa6b150631b4394b,1100000000
0x3840a2a3ddbcff5b871be411bc33b26d8c7cf04b,1100000000
0x2c11b6693fc71f85fe83d4a058f623f876ffadbb,1000000000
0x72e8a24bdb77298816bc22720a17c6b48be9dc4c,1100000000
0x036f587197839d81cfa5de66bff0c56fb6da2f82,1100000000
0xdc5ff865120c73b6b2df0b0628b886fa96b29f26,1000000000
0xec3e6b194301ca43f869208bce1207348bd9fc9a,1500000000
0xa57d7835d4e50b5d14d1d02e0e66a19e73cd7481,23700000000
0x9d3a00dcbf25764033fcdfca88585f4e02d36dc2,100000000
0xcb6e549635d501d0c91c8fa17e581629141ec58b,27600000000
